Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission_grade_sqrt,Curricular_units_1st_sem_grade_reflect_log,Curricular_units_2nd_sem_grade_reflect_log,Curricular_units_1st_sem_category,Curricular_units_2nd_sem_category
1,7,1,9003,1,4,-0.9565076038994943,1,3,1,2,4,120.0,1,0,0,1,0,0,31,0,8,12,12,11,13.818181818181818,0,4,12,16,12,13.461538461538462,0,15.5,2.8,-4.06,Graduate,-0.46475265572119034,-0.7437817670617625,-0.6372260267701795,3,3
1,1,1,9085,1,1,-0.9565076038994943,1,1,19,3,4,116.7,0,0,0,1,0,0,20,0,0,5,12,3,12.333333333333334,2,0,5,8,3,13.0,1,9.4,-0.8,-3.12,Graduate,-0.7029025848517031,-0.23077976049762666,-0.482922357105654,2,2
1,1,3,9085,1,1,0.18098999194093274,1,3,2,4,3,121.0,1,0,0,1,0,0,18,0,0,5,14,3,12.333333333333334,2,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Enrolled,-0.39323430238723744,-0.23077976049762666,-0.07369353645992804,2,2
1,17,1,9853,1,1,1.015154895557246,1,1,1,3,4,128.2,0,0,1,1,0,0,18,0,0,6,8,4,13.25,0,0,6,10,3,10.666666666666666,0,12.7,3.7,-1.7,Enrolled,0.11320674931481167,-0.5339896870217876,0.1609165244659042,3,1
1,1,4,9670,1,1,0.02932364582887579,1,1,2,4,7,121.1,1,0,0,1,0,0,18,0,0,6,7,6,13.666666666666666,0,0,6,9,5,15.4,0,13.9,-0.3,0.79,Graduate,-0.38609874821351187,-0.6859724711132459,-1.4459055313680733,3,3
1,51,1,9238,1,1,-0.8048412577874374,1,19,3,5,2,112.6,0,0,1,1,0,0,20,0,5,11,18,8,12.625,0,4,10,10,3,11.0,0,11.1,0.6,2.02,Enrolled,-1.0035270221070638,-0.3230620631939569,0.08007666384140247,2,1
1,17,1,9085,1,1,-0.3498422194512666,1,2,19,2,4,123.3,1,0,0,1,0,1,20,0,0,6,6,6,14.833333333333334,0,0,6,8,6,12.142857142857142,0,8.9,1.4,3.51,Graduate,-0.2298553873848979,-1.1729970485203058,-0.22314002777812494,3,2
1,17,2,9670,1,1,-0.2740090463952381,1,19,19,5,4,129.4,0,0,0,1,0,1,19,0,0,6,7,5,11.2,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout,0.19621754713719222,0.0967849228366777,-0.5236158310248512,1,3
1,17,1,9147,1,1,-0.8048412577874374,1,19,19,4,6,119.9,0,0,0,1,0,1,21,0,0,5,6,5,11.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate,-0.4719208534850297,0.04221190126483707,-0.23950228819224503,1,2
1,1,4,9500,1,1,0.5601558572210751,1,1,12,3,10,131.6,1,0,0,1,0,0,18,0,0,7,8,7,13.135,0,0,8,9,8,13.244444444444444,0,12.4,0.5,1.79,Graduate,0.34741044026317075,-0.49372428534162704,-0.5632447819885349,3,3
1,51,1,9070,1,1,0.7876553763891605,1,1,1,4,4,120.0,1,0,0,1,0,0,21,0,3,10,10,10,13.0,0,5,11,11,10,11.4,0,11.1,0.6,2.02,Dropout,-0.46475265572119034,-0.4473237708034709,-0.02118707863621259,2,2
1,1,4,9500,1,1,-1.1081739500115513,1,19,19,3,3,110.0,1,0,0,1,0,0,19,0,0,7,12,4,12.85,0,0,7,7,7,12.62142857142857,0,11.1,0.6,2.02,Enrolled,-1.197010224818635,-0.3968244242923264,-0.3642417719033248,2,2
1,44,1,9238,1,39,0.5601558572210751,1,1,19,191,102,143.0,0,0,0,1,0,0,20,0,3,6,6,6,13.5,0,2,6,9,5,12.5,0,13.9,-0.3,0.79,Graduate,1.1113751568338388,-0.6239897145645955,-0.32754056164202144,3,2
1,44,1,9085,1,1,0.5601558572210751,1,1,2,3,3,140.0,0,0,0,1,0,0,20,0,0,6,7,6,14.285714285714286,0,0,6,9,3,13.0,0,13.9,-0.3,0.79,Enrolled,0.9133778737855518,-0.9317381264094019,-0.482922357105654,3,2
1,1,1,9670,1,1,-0.7290080847314089,1,12,1,9,9,119.2,1,0,0,1,0,1,18,0,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79,Graduate,-0.5221821642535805,-0.6239897145645955,-1.0319483501561113,3,3
1,1,1,9147,1,1,0.5601558572210751,1,19,19,9,9,124.3,1,0,0,1,0,1,18,0,0,5,8,4,10.75,0,0,5,5,5,13.0,0,12.4,0.5,1.79,Graduate,-0.15929667310483636,0.215110191673913,-0.482922357105654,1,2
1,17,1,9238,1,1,-1.2598402961236081,1,19,19,7,7,111.1,1,0,0,1,0,1,18,0,0,6,9,6,11.333333333333334,0,0,6,9,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,-1.1148758887787238,0.06054470593924564,-0.1366422140068575,1,2
1,43,1,9085,1,39,1.3184875877813598,1,38,37,6,6,150.0,1,0,0,1,0,1,21,0,2,7,15,3,13.0,2,1,5,12,5,13.285714285714286,1,10.8,1.4,1.74,Graduate,1.5654425487340737,-0.4473237708034709,-0.5771112943646799,2,3
1,1,1,9500,1,1,1.0909880686132745,1,38,19,5,8,147.3,0,0,0,1,0,0,18,0,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,Graduate,1.3915840679635498,-0.8018553569680973,-0.8200707824275724,3,3
1,1,1,9500,1,1,2.2284856644537014,1,19,1,5,5,147.5,1,0,0,1,0,1,18,0,0,8,8,8,14.14125,0,0,8,8,8,14.14125,0,9.4,-0.8,-3.12,Graduate,1.4045168326086113,-0.872032724831643,-0.8871225038143651,3,3
1,17,2,9254,1,1,-1.866505680571836,1,37,37,9,7,108.0,1,0,0,1,0,1,20,0,0,6,10,4,11.6,0,0,6,10,4,11.75,0,12.7,3.7,-1.7,Graduate,-1.3474045368421679,-0.013664479082327886,-0.1139452634604485,2,2
2,42,1,9500,1,2,-0.19817587333920963,1,37,37,9,9,130.0,0,0,0,1,0,1,32,0,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,9.4,-0.8,-3.12,Graduate,0.2375786059737014,-1.0950311177852114,-1.100954305234321,3,3
2,39,1,9991,0,1,0.5601558572210751,1,37,37,9,10,130.0,0,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.2375786059737014,2.036446916444918,1.8295193665134917,1,1
1,1,2,9500,1,1,-1.2598402961236081,1,19,37,3,3,109.0,1,0,0,1,0,1,23,0,0,7,8,6,12.993333333333334,0,0,8,9,8,12.66875,0,11.1,0.6,2.02,Graduate,-1.2720349075671407,-0.445056058267301,-0.37871837559533633,2,2
1,1,5,9670,1,1,-0.9565076038994943,1,4,1,4,10,112.0,1,0,0,1,0,0,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,Enrolled,-1.04797703128567,0.0832605370523762,-0.23950228819224503,1,2
1,17,1,8014,0,1,-0.04650952722715268,1,37,19,5,5,121.2,0,0,0,1,0,0,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate,-0.37896613957335684,-0.18977608718344452,-0.41939590593999887,2,2
1,43,1,171,1,2,0.5601558572210751,1,37,37,9,9,140.0,1,0,0,1,0,0,34,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.9133778737855518,2.036446916444918,1.8295193665134917,1,1
1,39,1,8014,0,1,-0.9565076038994943,100,1,1,4,7,119.5,0,0,1,1,0,0,25,1,2,6,6,6,11.333333333333334,0,0,6,6,4,11.75,0,8.9,1.4,3.51,Enrolled,-0.5006235806620254,0.06054470593924564,-0.1139452634604485,1,2
1,1,1,9147,1,1,0.25682316499696123,1,37,38,193,181,125.9,0,0,0,1,0,0,21,0,0,5,7,5,12.2,0,0,5,7,5,11.8,0,11.1,0.6,2.02,Graduate,-0.04699049624497236,-0.18977608718344452,-0.1275342384472761,2,2
1,1,1,9254,1,1,0.02932364582887579,1,19,9,0,0,121.5,1,0,0,1,0,1,20,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,-0.35758595044477015,2.036446916444918,1.8295193665134917,1,1
1,1,5,9238,1,1,-0.5015085655633235,1,30,19,0,2,121.5,1,0,0,1,0,0,18,0,0,6,8,6,11.333333333333334,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Graduate,-0.35758595044477015,0.06054470593924564,-0.09148886044468256,1,2
1,17,1,9085,1,1,0.7118222033331321,1,3,37,4,8,132.4,1,0,0,1,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,15,6,13.1,0,12.4,0.5,1.79,Graduate,0.40207597682371016,-0.7588807959146515,-0.5154143746361529,3,3
1,17,1,9773,1,1,-0.8806744308434659,1,37,37,9,9,122.4,0,0,0,1,0,0,18,0,0,6,7,6,12.857142857142858,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate,-0.29360326831010936,-0.3992045997021039,-0.5932246966900222,2,3
1,39,1,8014,0,1,0.10515681888490426,1,37,38,4,7,110.0,1,0,0,1,0,0,24,0,0,6,10,1,10.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,-1.197010224818635,0.39992034335102367,1.8295193665134917,1,1
1,51,1,9147,1,1,0.5601558572210751,1,19,19,9,7,120.4,0,0,1,0,0,0,32,0,14,15,17,14,10.214285714285714,0,13,13,13,13,11.384615384615383,0,16.2,0.3,-0.92,Graduate,-0.43610968869029443,0.34859004568278557,-0.017201502998884313,1,2
1,39,1,9254,1,1,0.03690696313447821,1,1,1,9,6,105.0,1,0,1,0,0,0,24,0,0,6,14,6,11.285714285714286,0,0,6,16,3,10.333333333333334,0,8.9,1.4,3.51,Dropout,-1.5756316915668147,0.07355217363740205,0.23878521009746487,1,1
1,1,1,9238,1,1,1.849319799173559,1,38,37,9,5,137.8,0,0,0,1,0,1,18,0,0,6,6,6,13.833333333333334,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,0.7668281318469836,-0.7496420386941152,1.8295193665134917,3,1
1,51,1,9254,1,1,-0.9565076038994943,1,38,38,9,9,118.0,0,0,0,1,0,0,28,0,0,6,8,6,12.857142857142858,0,0,6,8,5,12.6,0,8.9,1.4,3.51,Graduate,-0.6086889919549376,-0.3992045997021039,-0.3577187225408904,2,2
1,17,5,9853,1,1,0.10515681888490426,1,19,38,4,8,122.1,1,0,0,1,0,1,18,0,0,6,8,6,11.666666666666666,0,0,6,9,4,12.0,0,10.8,1.4,1.74,Dropout,-0.31490461191391395,-0.03259046479514083,-0.18277876565418802,2,2
1,7,1,9853,1,3,0.5601558572210751,1,34,34,0,0,140.0,1,0,0,0,0,0,24,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.9133778737855518,2.036446916444918,1.8295193665134917,1,1
1,1,1,9085,1,1,0.02932364582887579,1,1,37,4,10,143.2,0,0,0,1,0,0,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate,1.1245007911525915,-0.980074765622232,-0.5484124060615706,3,3
2,39,1,8014,0,1,1.015154895557246,1,37,37,9,8,120.5,0,0,0,1,0,0,44,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.166666666666666,0,10.8,1.4,1.74,Graduate,-0.4289563843528572,-1.1729970485203058,-0.8970635883417576,3,3
1,16,3,9085,1,1,-0.19817587333920963,1,37,37,9,2,119.5,1,0,0,1,0,1,18,0,0,6,14,6,14.333333333333334,0,0,6,9,6,12.0,0,15.5,2.8,-4.06,Graduate,-0.5006235806620254,-0.9517571766762263,-0.18277876565418802,3,2
1,1,1,171,1,1,1.3943207608373882,1,37,37,9,7,147.5,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,1.4045168326086113,2.036446916444918,1.8295193665134917,1,1
1,1,6,9773,1,1,0.03690696313447821,1,1,1,90,90,129.6,0,0,0,1,0,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.21001520079020988,2.036446916444918,1.8295193665134917,1,1
1,18,1,9853,1,1,-0.04650952722715268,1,37,37,9,5,126.1,0,0,0,1,0,1,18,0,0,7,9,6,12.333333333333334,0,0,7,7,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,-0.03300252107847686,-0.23077976049762666,-0.37807895518821505,2,2
2,39,1,9991,0,1,-1.714839334459779,1,37,37,9,4,160.0,0,0,0,1,0,0,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate,2.196110494550718,-0.07090800043075002,-0.2977861803186012,2,2
5,39,1,9853,1,19,0.03690696313447821,1,38,1,5,3,105.5,0,0,1,1,0,0,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,Dropout,-1.5373695429996062,-0.5163977828971957,0.17672087622389077,3,1
2,39,1,9853,1,1,-1.714839334459779,1,37,37,9,9,95.5,0,0,1,0,0,0,32,0,0,6,6,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,-2.3207298451345877,2.036446916444918,1.8295193665134917,1,1
2,39,1,9003,1,1,0.03690696313447821,1,19,19,4,4,107.5,0,0,0,0,0,0,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,-1.3852202027542957,2.036446916444918,1.8295193665134917,1,1
1,1,1,9238,1,1,-2.0940051997399216,1,19,19,6,6,106.1,1,0,0,1,0,0,20,0,0,6,6,6,11.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,-1.4915744496814052,0.014440510220084973,-0.5771112943646799,1,3
1,39,1,9254,1,1,2.0768193183416446,1,3,1,6,6,116.3,1,0,0,1,0,0,24,0,0,6,8,5,12.6,0,0,6,7,5,12.2,0,9.4,-0.8,-3.12,Graduate,-0.7319968427333832,-0.31500796840412426,-0.23950228819224503,2,2
1,1,1,9500,1,1,0.8634885494451889,1,38,1,9,10,137.4,0,0,0,1,0,0,19,0,0,7,7,7,13.542857142857144,0,0,8,9,8,14.22222222222222,0,16.2,0.3,-0.92,Graduate,0.7400573543558295,-0.639771981663995,-0.9189564995034765,3,3
1,1,1,9254,1,1,-2.473171065020064,1,19,19,5,5,101.8,1,0,0,1,0,0,21,0,0,6,8,5,11.6,0,0,6,6,5,13.0,0,12.4,0.5,1.79,Enrolled,-1.8226975890900734,-0.013664479082327886,-0.482922357105654,2,2
1,1,2,9773,1,1,0.7876553763891605,1,1,1,4,9,144.1,1,0,0,1,1,1,19,0,0,6,7,6,13.666666666666666,0,0,6,6,6,13.833333333333334,0,12.7,3.7,-1.7,Graduate,1.1834530326121584,-0.6859724711132459,-0.7702538266779949,3,3
1,42,1,9003,1,1,2.0768193183416446,1,19,1,9,5,107.8,1,0,0,0,1,0,27,0,0,6,10,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,-1.3625202769148594,2.036446916444918,1.8295193665134917,1,1
1,39,1,9853,1,1,0.5601558572210751,1,19,1,9,4,128.2,0,0,0,0,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0.11320674931481167,2.036446916444918,1.8295193665134917,1,1
1,17,4,171,1,1,0.03690696313447821,1,38,38,9,9,117.0,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,-0.6811145991734775,2.036446916444918,1.8295193665134917,1,1
1,1,1,9070,1,1,-1.2598402961236081,1,1,12,5,8,110.4,1,0,0,1,1,0,19,0,0,6,6,6,11.5,0,0,6,8,6,12.285714285714286,0,8.9,1.4,3.51,Graduate,-1.1670958818740427,0.014440510220084973,-0.2642850525129813,1,2
2,39,1,9991,0,1,-0.9565076038994943,1,37,37,9,10,170.0,0,0,0,1,0,0,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,Enrolled,2.8073592537374146,0.014440510220084973,-0.1139452634604485,1,2
1,43,1,9500,1,1,0.6359890302771035,1,4,19,4,10,100.0,0,0,0,1,1,0,18,0,0,7,7,7,11.828571428571427,0,0,8,10,7,12.9125,0,13.9,-0.3,0.79,Graduate,-1.9633804969933395,-0.0792011849257558,-0.45489489824907264,2,2
1,1,1,171,1,1,-1.714839334459779,1,3,2,3,3,117.0,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,-0.6811145991734775,2.036446916444918,1.8295193665134917,1,1
1,1,2,171,1,1,-0.425675392507295,1,3,39,1,3,133.5,1,0,0,1,1,0,17,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,0.476972134605978,2.036446916444918,1.8295193665134917,1,1
1,1,1,9500,1,1,-0.04650952722715268,1,19,37,4,9,128.0,1,0,0,1,0,1,19,0,0,7,7,6,12.966666666666669,0,0,7,7,6,12.966666666666669,0,7.6,2.6,0.32,Graduate,0.09933390350927755,-0.4360071237061808,-0.4722014702220523,2,2
1,1,1,9773,1,1,0.18098999194093274,1,37,38,9,6,122.1,1,0,0,1,1,0,18,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Graduate,-0.31490461191391395,-0.7496420386941152,-0.7095858159709496,3,3
1,17,2,9500,1,1,0.18098999194093274,1,19,19,9,10,133.4,1,0,0,1,0,0,19,0,0,7,7,7,14.125714285714285,0,0,8,8,8,14.36875,0,11.1,0.6,2.02,Graduate,0.4701761746081398,-0.8657017991536546,-0.9778081627391728,3,3
4,39,1,9254,1,1,0.5601558572210751,1,38,37,9,9,112.0,0,0,1,1,0,0,45,0,4,10,12,5,12.166666666666666,4,2,8,8,0,0.0,2,12.7,3.7,-1.7,Dropout,-1.04797703128567,-0.1796364733681908,1.8295193665134917,2,1
1,39,1,9085,1,1,0.03690696313447821,1,19,37,9,6,130.0,1,0,0,1,0,0,26,0,0,6,17,6,12.666666666666666,0,0,6,21,4,12.25,0,15.5,2.8,-4.06,Graduate,0.2375786059737014,-0.33654747358697984,-0.2539236519422329,2,2
2,39,2,9991,0,1,-2.473171065020064,1,37,37,9,9,100.0,1,0,0,1,1,0,51,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,-1.9633804969933395,2.036446916444918,1.8295193665134917,1,1
2,39,1,9773,1,19,0.03690696313447821,1,37,37,6,6,162.0,0,0,1,1,1,1,49,0,0,6,8,6,12.285714285714286,0,0,6,7,6,14.166666666666666,0,10.8,1.4,1.74,Graduate,2.3198559468297306,-0.2160529630117208,-0.8970635883417576,2,3
1,42,1,9500,1,1,-2.473171065020064,1,3,19,2,8,153.0,0,0,0,1,1,0,22,0,3,6,7,3,14.5,0,4,7,8,4,14.375,0,15.5,2.8,-4.06,Enrolled,1.756793381013383,-1.023204322834648,-0.9803551391532065,3,3
1,17,1,9147,1,1,0.33265633805298966,1,1,37,5,9,131.4,1,0,0,1,1,0,22,0,0,5,8,2,10.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Dropout,0.33371811378166394,0.39992034335102367,0.31389340433108354,1,1
2,7,1,9130,1,3,-0.9565076038994943,1,3,3,1,1,128.2,0,0,0,1,0,0,33,0,1,5,11,2,11.5,1,1,5,8,2,12.0,0,9.4,-0.8,-3.12,Dropout,0.11320674931481167,0.014440510220084973,-0.18277876565418802,1,2
1,10,1,9670,1,1,1.235071097419729,22,37,37,9,9,148.9,0,0,0,1,0,0,20,1,0,5,6,5,11.6,0,0,5,6,4,11.5,0,9.4,-0.8,-3.12,Graduate,1.4948017573404866,-0.013664479082327886,-0.04727767276564925,2,2
1,1,4,9238,1,1,0.10515681888490426,1,38,19,7,7,128.4,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,0.12706877808164968,-0.2830660084660987,-0.09148886044468256,2,2
1,1,5,9853,1,1,-0.3498422194512666,1,38,37,9,9,120.3,1,0,1,0,0,0,20,0,0,6,9,3,11.666666666666666,0,0,6,10,2,11.0,0,10.8,1.4,1.74,Dropout,-0.4432659642864071,-0.03259046479514083,0.08007666384140247,2,1
2,57,1,9991,0,1,0.03690696313447821,41,38,37,4,6,100.0,0,0,0,1,0,0,37,1,5,10,11,7,13.428571428571429,0,5,10,11,10,11.6,0,8.9,1.4,3.51,Graduate,-1.9633804969933395,-0.5979202278583589,-0.07369353645992804,3,2
1,1,1,9254,1,1,-0.12234270028318116,2,37,1,9,3,126.1,1,0,0,1,1,0,18,1,0,6,6,6,13.666666666666666,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate,-0.03300252107847686,-0.6859724711132459,-0.6506065993013443,3,3
1,1,3,9254,1,1,-1.1081739500115513,1,1,19,9,9,111.7,1,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,-1.0702466844616303,-0.2830660084660987,-0.22994228785588428,2,2
1,44,1,9085,1,39,0.5601558572210751,1,1,19,3,3,140.0,1,0,0,1,0,0,21,0,2,6,7,6,13.0,0,1,6,15,4,12.8,0,12.4,0.5,1.79,Graduate,0.9133778737855518,-0.4473237708034709,-0.41939590593999887,2,2
1,1,2,9500,1,1,0.02932364582887579,1,19,1,9,1,122.2,0,0,0,1,0,0,20,0,0,7,9,6,12.783333333333331,0,0,8,9,7,12.842857142857143,0,13.9,-0.3,0.79,Graduate,-0.30780125938247005,-0.374725443229178,-0.4328492984014455,2,2
1,1,2,9500,1,1,-0.5015085655633235,1,37,1,7,7,118.7,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,-0.5581735125420281,2.036446916444918,1.8295193665134917,1,1
1,17,2,9556,1,1,-0.577341738619352,1,38,19,7,7,121.5,1,0,0,1,0,0,20,0,0,7,13,4,13.5,0,0,7,11,4,11.225,0,11.1,0.6,2.02,Dropout,-0.35758595044477015,-0.6239897145645955,0.023712420807185507,3,1
1,17,4,9500,1,1,0.40848951110901816,1,3,1,2,5,134.5,1,0,0,1,0,0,18,0,0,7,7,7,13.457142857142856,0,0,8,8,8,15.125,0,13.9,-0.3,0.79,Graduate,0.5447922386915948,-0.6083131920922136,-1.310629209695354,3,3
1,1,4,9500,1,1,0.5601558572210751,1,1,19,9,7,127.0,1,0,0,1,0,0,19,0,0,8,8,7,13.44285714285714,0,0,8,8,7,13.44285714285714,0,12.7,3.7,-1.7,Graduate,0.02980652773268164,-0.6031109393074462,-0.6307572532615472,3,3
1,1,1,9238,1,1,-0.6531749116753804,1,37,38,9,3,114.2,0,0,0,1,0,0,18,0,0,6,13,4,11.0,0,0,6,12,5,10.833333333333334,0,15.5,2.8,-4.06,Graduate,-0.8855693338820249,0.15011400589872448,0.12088209370503468,1,1
1,17,1,9238,1,1,0.02932364582887579,1,38,38,7,7,125.3,1,0,0,1,0,1,18,0,0,6,6,6,11.333333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate,-0.08902121682900505,0.06054470593924564,-0.2642850525129813,1,2
1,1,2,9773,1,1,-0.425675392507295,1,1,19,4,5,120.4,1,0,0,1,0,0,18,0,0,5,7,2,10.0,0,0,1,1,0,0.0,0,12.7,3.7,-1.7,Dropout,-0.43610968869029443,0.39992034335102367,1.8295193665134917,1,1
1,1,6,9500,1,1,0.40848951110901816,1,1,38,3,9,123.0,1,0,0,1,0,0,19,0,0,7,10,5,13.44,0,0,7,8,6,13.066666666666668,0,12.4,0.5,1.79,Enrolled,-0.2510787513755593,-0.6020718753507528,-0.5045282476736739,3,3
1,1,2,9556,1,1,0.7118222033331321,1,1,19,4,5,130.5,1,0,0,1,0,1,18,0,0,7,8,7,12.214285714285714,0,0,8,8,8,14.0625,0,16.2,0.3,-0.92,Graduate,0.27197329867920644,-0.19413512379787748,-0.8566142679447919,2,3
1,1,1,9070,1,1,-0.19817587333920963,41,37,19,9,8,125.5,1,0,0,1,0,1,19,1,0,6,6,6,14.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,-0.0749998175297952,-0.8824272975372687,-0.6506065993013443,3,3
1,53,1,9003,1,42,-0.19817587333920963,1,1,19,9,7,133.8,0,0,1,1,0,1,24,0,7,12,13,12,12.846153846153848,0,5,11,13,11,12.636363636363637,0,8.9,1.4,3.51,Graduate,0.4973447570584057,-0.3955437935947657,-0.3688000442942294,2,2
1,44,1,9085,1,39,1.3184875877813598,1,37,37,9,9,150.0,0,0,0,1,0,0,20,0,2,6,8,6,13.0,0,1,6,18,2,12.0,0,12.4,0.5,1.79,Enrolled,1.5654425487340737,-0.4473237708034709,-0.18277876565418802,2,2
1,1,1,9147,1,1,-0.425675392507295,1,1,19,5,7,130.5,1,0,0,1,0,1,21,0,0,5,6,5,12.8,1,0,5,7,4,11.25,0,9.4,-0.8,-3.12,Graduate,0.27197329867920644,-0.38023065100679226,0.017356163475325672,2,1
1,44,1,9085,1,39,0.5601558572210751,1,38,37,4,10,140.0,0,0,1,0,0,0,20,0,1,6,13,4,13.0,0,1,6,11,5,12.0,0,16.2,0.3,-0.92,Dropout,0.9133778737855518,-0.4473237708034709,-0.18277876565418802,2,2
1,17,6,9500,1,1,-0.5015085655633235,1,19,37,3,9,119.4,1,0,0,1,0,1,19,0,0,7,7,7,13.371428571428572,0,0,8,9,8,13.666666666666666,0,16.2,0.3,-0.92,Graduate,-0.5078067652672098,-0.5772717785558863,-0.7095858159709496,3,3
1,17,5,9556,1,1,0.48432268416504665,1,19,19,9,8,121.3,1,0,0,1,0,1,19,0,0,7,8,7,13.385714285714286,0,0,8,8,8,13.3875,0,10.8,1.4,1.74,Graduate,-0.37183647282206916,-0.5824168322532337,-0.6117039071764531,3,3
1,1,3,9500,1,1,0.6359890302771035,1,1,1,9,9,126.3,1,0,0,1,0,0,18,0,0,8,8,7,13.328571428571427,0,0,8,8,7,13.328571428571427,0,12.7,3.7,-1.7,Graduate,-0.019025634284362863,-0.561904155321373,-0.5916078311445987,3,3
1,1,1,9085,1,1,-0.9565076038994943,1,38,38,4,7,111.6,1,0,0,1,0,0,19,0,0,6,12,5,14.0,0,0,6,14,5,11.0,0,16.2,0.3,-0.92,Graduate,-1.0776765463780926,-0.8150928023269663,0.08007666384140247,3,1
1,17,4,9147,1,1,-0.9565076038994943,1,38,19,9,9,111.3,1,0,0,1,0,0,21,0,0,5,5,5,12.6,0,0,5,5,5,13.2,0,8.9,1.4,3.51,Graduate,-1.0999861272836307,-0.31500796840412426,-0.5484124060615706,2,3
1,1,2,9853,1,1,0.10515681888490426,1,1,38,9,8,122.5,1,0,0,1,0,1,19,0,0,6,7,6,14.0,0,0,6,6,6,15.0,0,15.5,2.8,-4.06,Graduate,-0.28650862264991855,-0.8150928023269663,-1.2518836040662222,3,3
